id,word,deng,ji,situation,wfreq,sfreq,newlink,bopomofo,pinyin
7460,烹飪,精熟,第6級,,6,7,"[['烹飪', ['2882']]]",ㄆㄥ ㄖㄣˋ,pēng rèn
7461,烹調,精熟,第6級,,6,17,"[['烹調', ['2880']]]",ㄆㄥ ㄊㄧㄠˊ,pēng tiáo
7462,蓬勃,精熟,第6級,,8,10,"[['蓬勃', ['2905']]]",ㄆㄥˊ ㄅㄛˊ,péng bó
7463,膨脹,精熟,第6級,,15,7,"[['膨脹', ['2918']]]",ㄆㄥˊ ㄓㄤˋ,péng zhàng
7464,捧,精熟,第6級,,26,7,"[['捧', ['2919']]]",ㄆㄥˇ,pěng
7465,碰觸/觸碰,精熟,第6級,,16,6,[],ㄆㄥˋ ㄔㄨˋ,pèng chù
7466,碰撞,精熟,第6級,,7,15,"[['碰撞', ['2933']]]",ㄆㄥˋ ㄓㄨㄤˋ,pèng zhuàng
7467,劈,精熟,第6級,,10,3,"[['劈', ['2971']]]",ㄆㄧ,pī
7468,批判,精熟,第6級,,35,3,"[['批判', ['2940']]]",ㄆㄧ ㄆㄢˋ,pī pàn
7469,批准,精熟,第6級,,11,9,"[['批准', ['2950']]]",ㄆㄧ ㄓㄨㄣˇ,pī zhǔn
7470,疲憊,精熟,第6級,,17,7,"[['疲憊', ['3017']]]",ㄆㄧˊ ㄅㄟˋ,pí bèi
7471,疲累,精熟,第6級,,9,4,"[['疲累', ['3019']]]",ㄆㄧˊ ㄌㄟˋ,pí lèi
7472,偏愛,精熟,第6級,,8,1,"[['偏愛', ['3166']]]",ㄆㄧㄢ ㄞˋ,piān ài
7473,偏差,精熟,第6級,,13,8,"[['偏差', ['3162']]]",ㄆㄧㄢ ㄔㄚ,piān chā
7474,篇幅,精熟,第6級,,12,7,"[['篇幅', ['3171']]]",ㄆㄧㄢ ㄈㄨˊ,piān fú
7475,偏好,精熟,第6級,,16,3,"[['偏好', ['3153']]]",ㄆㄧㄢ ㄏㄠˋ,piān hào
7476,偏離,精熟,第6級,,9,2,"[['偏離', ['3150']]]",ㄆㄧㄢ ㄌㄧˊ,piān lí
7477,偏僻,精熟,第6級,,7,9,"[['偏僻', ['3140']]]",ㄆㄧㄢ ㄆㄧˋ,piān pì
7478,偏偏,精熟,第6級,,26,10,"[['偏偏', ['3141']]]",ㄆㄧㄢ ㄆㄧㄢ,piān piān
7479,偏食,精熟,第6級,,2,4,"[['偏食', ['3164']]]",ㄆㄧㄢ ㄕˊ,piān shí
7480,偏向,精熟,第6級,,9,7,"[['偏向', ['3159']]]",ㄆㄧㄢ ㄒㄧㄤˋ,piān xiàng
7481,偏遠,精熟,第6級,,9,31,"[['偏遠', ['3168']]]",ㄆㄧㄢ ㄩㄢˇ,piān yuǎn
7482,片段,精熟,第6級,,17,9,"[['片段', ['3189']]]",ㄆㄧㄢˋ ㄉㄨㄢˋ,piàn duàn
7483,漂,精熟,第6級,,4,12,"[['漂', ['3130', '3107', '3077']]]",ㄆㄧㄠ / ㄆㄧㄠˇ / ㄆㄧㄠˋ,piāo / piǎo / piào
7484,漂浮,精熟,第6級,,5,5,"[['漂浮', ['3080']]]",ㄆㄧㄠ ㄈㄨˊ,piāo fú
7485,票房,精熟,第6級,,4,5,"[['票房', ['3116']]]",ㄆㄧㄠˋ ㄈㄤˊ,piào fáng
7486,瞥見,精熟,第6級,,8,0,"[['瞥見', ['3075']]]",ㄆㄧㄝ ㄐㄧㄢˋ,piē jiàn
7487,頻道,精熟,第6級,,8,5,"[['頻道', ['3238']]]",ㄆㄧㄣˊ ㄉㄠˋ,pín dào
7488,貧乏,精熟,第6級,,6,3,"[['貧乏', ['3222']]]",ㄆㄧㄣˊ ㄈㄚˊ,pín fá
7489,貧苦,精熟,第6級,,6,7,"[['貧苦', ['3224']]]",ㄆㄧㄣˊ ㄎㄨˇ,pín kǔ
7490,貧困,精熟,第6級,,10,39,"[['貧困', ['3225']]]",ㄆㄧㄣˊ ㄎㄨㄣˋ,pín kùn
7491,頻頻,精熟,第6級,,11,8,"[['頻頻', ['3236']]]",ㄆㄧㄣˊ ㄆㄧㄣˊ,pín pín
7492,品,精熟,第6級,,8,19,"[['品', ['3249']]]",ㄆㄧㄣˇ,pǐn
7493,品德,精熟,第6級,,13,5,"[['品德', ['3256']]]",ㄆㄧㄣˇ ㄉㄜˊ,pǐn dé
7494,品格,精熟,第6級,,9,6,"[['品格', ['3260']]]",ㄆㄧㄣˇ ㄍㄜˊ,pǐn gé
7495,品行,精熟,第6級,,5,1,"[['品行', ['3265']]]",ㄆㄧㄣˇ ㄒㄧㄥˋ,pǐn xìng
7496,聘請,精熟,第6級,,10,5,"[['聘請', ['3419']]]",ㄆㄧㄣˋ ㄑㄧㄥˇ,pìn qǐng
7497,聘用,精熟,第6級,,5,2,"[['聘用', ['3422']]]",ㄆㄧㄣˋ ㄩㄥˋ,pìn yòng
7498,平淡,精熟,第6級,,6,3,"[['平淡', ['3302']]]",ㄆㄧㄥˊ ㄉㄢˋ,píng dàn
7499,評斷,精熟,第6級,,7,3,"[['評斷', ['3375']]]",ㄆㄧㄥˊ ㄉㄨㄢˋ,píng duàn
7500,平和,精熟,第6級,,10,8,"[['平和', ['3316']]]",ㄆㄧㄥˊ ㄏㄜˊ,píng hé
7501,憑藉,精熟,第6級,,11,7,"[['憑藉', ['3407']]]",ㄆㄧㄥˊ ㄐㄧㄝˋ,píng jiè
7502,瓶頸,精熟,第6級,,6,15,"[['瓶頸', ['3401']]]",ㄆㄧㄥˊ ㄐㄧㄥˇ,píng jǐng
7503,平面,精熟,第6級,,12,9,"[['平面', ['3290']]]",ㄆㄧㄥˊ ㄇㄧㄢˋ,píng miàn
7504,平民,精熟,第6級,,16,12,"[['平民', ['3291']]]",ㄆㄧㄥˊ ㄇㄧㄣˊ,píng mín
7505,平台,精熟,第6級,,23,26,[],ㄆㄧㄥˊ ㄊㄞˊ,píng tái
7506,平坦,精熟,第6級,,12,9,"[['平坦', ['3312']]]",ㄆㄧㄥˊ ㄊㄢˇ,píng tǎn
7507,平穩,精熟,第6級,,9,7,"[['平穩', ['3364']]]",ㄆㄧㄥˊ ㄨㄣˇ,píng wěn
7508,平息,精熟,第6級,,11,8,"[['平息', ['3330']]]",ㄆㄧㄥˊ ㄒㄧˊ,píng xí
7509,平行,精熟,第6級,,12,6,"[['平行', ['3334']]]",ㄆㄧㄥˊ ㄒㄧㄥˊ,píng xíng
7510,評語,精熟,第6級,,10,2,"[['評語', ['3390']]]",ㄆㄧㄥˊ ㄩˇ,píng yǔ
7511,頗,精熟,第6級,,80,8,"[['頗', ['2446']]]",ㄆㄛˇ,pǒ
7512,迫不及待,精熟,第6級,,11,9,"[['迫不及待', ['2454']]]",ㄆㄛˋ ㄅㄨˋ ㄐㄧˊ ㄉㄞˋ,pò bù jí dài
7513,破除,精熟,第6級,,5,3,"[['破除', ['2495']]]",ㄆㄛˋ ㄔㄨˊ,pò chú
7514,迫害,精熟,第6級,,12,7,"[['迫害', ['2456']]]",ㄆㄛˋ ㄏㄞˋ,pò hài
7515,破解,精熟,第6級,,6,2,"[['破解', ['2485']]]",ㄆㄛˋ ㄐㄧㄝˇ,pò jiě
7516,破爛,精熟,第6級,,8,2,"[['破爛', ['2476']]]",ㄆㄛˋ ㄌㄢˋ,pò làn
7517,魄力,精熟,第6級,,5,1,"[['魄力', ['2464']]]",ㄆㄛˋ ㄌㄧˋ,pò lì
7518,破裂,精熟,第6級,,12,10,"[['破裂', ['2478']]]",ㄆㄛˋ ㄌㄧㄝˋ,pò liè
7519,迫切,精熟,第6級,,13,5,"[['迫切', ['2459']]]",ㄆㄛˋ ㄑㄧㄝˋ,pò qiè
7520,迫使,精熟,第6級,,16,10,"[['迫使', ['2460']]]",ㄆㄛˋ ㄕˇ,pò shǐ
7521,破碎,精熟,第6級,,10,12,"[['破碎', ['2500']]]",ㄆㄛˋ ㄙㄨㄟˋ,pò suì
7522,撲,精熟,第6級,,21,5,"[['撲', ['3424']]]",ㄆㄨ,pū
7523,鋪1/舖1,精熟,第6級,,32,26,"[['鋪', ['3515', '3440']]]",ㄆㄨ,pū
7524,僕人,精熟,第6級,,23,1,"[['僕人', ['3471']]]",ㄆㄨˊ ㄖㄣˊ,pú rén
7525,菩薩,精熟,第6級,,21,71,"[['菩薩', ['3467']]]",ㄆㄨˊ ㄙㄚˋ,pú sà
7526,樸實,精熟,第6級,,7,6,"[['樸實', ['3480']]]",ㄆㄨˊ ㄕˊ,pú shí
7527,樸素,精熟,第6級,,5,3,"[['樸素', ['3481']]]",ㄆㄨˊ ㄙㄨˋ,pú sù
7528,譜,精熟,第6級,,15,9,"[['譜', ['3505']]]",ㄆㄨˇ,pǔ
7529,普及,精熟,第6級,,15,16,"[['普及', ['3498']]]",ㄆㄨˇ ㄐㄧˊ,pǔ jí
7530,鋪2/舖2,精熟,第6級,,32,26,"[['鋪', ['3515', '3440']]]",ㄆㄨˋ,pù
7531,曝光,精熟,第6級,,6,5,"[['曝光', ['3513']]]",ㄆㄨˋ ㄍㄨㄤ,pù guāng
7532,漆,精熟,第6級,,10,4,"[['漆', ['24413']]]",ㄑㄧ,qī
7533,漆黑,精熟,第6級,,14,3,"[['漆黑', ['24414']]]",ㄑㄧ ㄏㄟ,qī hēi
7534,淒涼,精熟,第6級,,7,2,"[['淒涼', ['24382']]]",ㄑㄧ ㄌㄧㄤˊ,qī liáng
7535,欺侮,精熟,第6級,,5,0,"[['欺侮', ['24412']]]",ㄑㄧ ㄨˇ,qī wǔ
7536,七嘴八舌,精熟,第6級,,4,1,"[['七嘴八舌', ['24364']]]",ㄑㄧ ㄗㄨㄟˇ ㄅㄚ ㄕㄜˊ,qī zuǐ bā shé
7537,其,精熟,第6級,,886,93,"[['其', ['21172', '24441']]]",ㄑㄧˊ,qí
7538,奇才,精熟,第6級,,5,1,"[['奇才', ['24516']]]",ㄑㄧˊ ㄘㄞˊ,qí cái
7539,祈禱,精熟,第6級,,28,28,"[['祈禱', ['24421']]]",ㄑㄧˊ ㄉㄠˇ,qí dǎo
7540,其後,精熟,第6級,,20,2,[],ㄑㄧˊ ㄏㄡˋ,qí hòu
7541,其間,精熟,第6級,,10,1,"[['其間', ['24446']]]",ㄑㄧˊ ㄐㄧㄢ,qí jiān
7542,期盼,精熟,第6級,,12,18,"[['期盼', ['24455']]]",ㄑㄧˊ ㄆㄢˋ,qí pàn
7543,祈求,精熟,第6級,,14,19,"[['祈求', ['24422']]]",ㄑㄧˊ ㄑㄧㄡˊ,qí qiú
7544,齊全,精熟,第6級,,5,2,"[['齊全', ['24552']]]",ㄑㄧˊ ㄑㄩㄢˊ,qí quán
7545,騎士,精熟,第6級,,14,4,"[['騎士', ['24533']]]",ㄑㄧˊ ㄕˋ,qí shì
7546,旗下,精熟,第6級,,11,4,[],ㄑㄧˊ ㄒㄧㄚˋ,qí xià
7547,期許,精熟,第6級,,9,17,"[['期許', ['24466']]]",ㄑㄧˊ ㄒㄩˇ,qí xǔ
7548,旗幟,精熟,第6級,,9,5,"[['旗幟', ['24486']]]",ㄑㄧˊ ㄓˋ,qí zhì
7549,棋子,精熟,第6級,,5,1,"[['棋子', ['24477']]]",ㄑㄧˊ ㄗˇ,qí zǐ
7550,齊,精熟,第6級,,33,22,"[['齊', ['21691', '24545', '36690']]]",ㄑㄧˊ/ㄗ,qí/zī
7551,豈,精熟,第6級,,15,0,"[['豈', ['24617']]]",ㄑㄧˇ,qǐ
7552,起步,精熟,第6級,,9,9,"[['起步', ['24571']]]",ㄑㄧˇ ㄅㄨˋ,qǐ bù
7553,啟程,精熟,第6級,,7,4,"[['啟程', ['24632']]]",ㄑㄧˇ ㄔㄥˊ,qǐ chéng
7554,啟發,精熟,第6級,,36,39,"[['啟發', ['24625']]]",ㄑㄧˇ ㄈㄚ,qǐ fā
7555,起伏,精熟,第6級,,21,12,"[['起伏', ['24576']]]",ㄑㄧˇ ㄈㄨˊ,qǐ fú
7556,乞丐,精熟,第6級,,11,7,"[['乞丐', ['24563']]]",ㄑㄧˇ ㄍㄞˋ,qǐ gài
7557,起火,精熟,第6級,,5,5,"[['起火', ['24584']]]",ㄑㄧˇ ㄏㄨㄛˇ,qǐ huǒ
7558,起勁,精熟,第6級,,7,2,"[['起勁', ['24588']]]",ㄑㄧˇ ㄐㄧㄣˋ,qǐ jìn
7559,起居,精熟,第6級,,9,7,"[['起居', ['24589']]]",ㄑㄧˇ ㄐㄩ,qǐ jū
7560,啟蒙,精熟,第6級,,13,5,"[['啟蒙', ['24623']]]",ㄑㄧˇ ㄇㄥˊ,qǐ méng
7561,啟示,精熟,第6級,,18,9,"[['啟示', ['24633']]]",ㄑㄧˇ ㄕˋ,qǐ shì
7562,起訴,精熟,第6級,,6,2,"[['起訴', ['24609']]]",ㄑㄧˇ ㄙㄨˋ,qǐ sù
7563,起先,精熟,第6級,,9,3,"[['起先', ['24591']]]",ㄑㄧˇ ㄒㄧㄢ,qǐ xiān
7564,起源,精熟,第6級,,13,9,"[['起源', ['24615']]]",ㄑㄧˇ ㄩㄢˊ,qǐ yuán
7565,迄,精熟,第6級,,14,3,"[['迄', ['24727']]]",ㄑㄧˋ,qì
7566,器材,精熟,第6級,,13,17,"[['器材', ['24777']]]",ㄑㄧˋ ㄘㄞˊ,qì cái
7567,氣喘,精熟,第6級,,14,8,"[['氣喘', ['24711']]]",ㄑㄧˋ ㄔㄨㄢˇ,qì chuǎn
7568,氣憤,精熟,第6級,,15,1,"[['氣憤', ['24672']]]",ㄑㄧˋ ㄈㄣˋ,qì fèn
7569,氣概,精熟,第6級,,8,1,"[['氣概', ['24686']]]",ㄑㄧˋ ㄍㄞˋ,qì gài
7570,氣呼呼,精熟,第6級,,3,1,[],ㄑㄧˋ ㄏㄨ ㄏㄨ,qì hū hū
7571,企畫/企劃,精熟,第6級,,10,10,[],ㄑㄧˋ ㄏㄨㄚˋ,qì huà
7572,契機,精熟,第6級,,11,11,"[['契機', ['24737']]]",ㄑㄧˋ ㄐㄧ,qì jī
7573,氣餒,精熟,第6級,,6,3,"[['氣餒', ['24680']]]",ㄑㄧˋ ㄋㄟˇ,qì něi
7574,氣派,精熟,第6級,,5,2,"[['氣派', ['24669']]]",ㄑㄧˋ ㄆㄞˋ,qì pài
7575,棄權,精熟,第6級,,1,1,"[['棄權', ['24749']]]",ㄑㄧˋ ㄑㄩㄢˊ,qì quán
7576,氣色,精熟,第6級,,4,1,"[['氣色', ['24719']]]",ㄑㄧˋ ㄙㄜˋ,qì sè
7577,氣勢,精熟,第6級,,15,6,"[['氣勢', ['24715']]]",ㄑㄧˋ ㄕˋ,qì shì
7578,氣體,精熟,第6級,,11,47,"[['氣體', ['24677']]]",ㄑㄧˋ ㄊㄧˇ,qì tǐ
7579,企圖,精熟,第6級,,47,16,"[['企圖', ['24646']]]",ㄑㄧˋ ㄊㄨˊ,qì tú
7580,氣息,精熟,第6級,,22,14,"[['氣息', ['24701']]]",ㄑㄧˋ ㄒㄧˊ,qì xí
7581,契約,精熟,第6級,,15,3,"[['契約', ['24740']]]",ㄑㄧˋ ㄩㄝ,qì yuē
7582,翹,精熟,第6級,,11,6,"[['翹', ['24905', '24943']]]",ㄑㄧㄠˊ/ㄑㄧㄠˋ,qiáo/qiào
7583,恰到好處,精熟,第6級,,5,1,"[['恰到好處', ['24792']]]",ㄑㄧㄚˋ ㄉㄠˋ ㄏㄠˇ ㄔㄨˋ,qià dào hǎo chù
7584,恰好,精熟,第6級,,16,3,"[['恰好', ['24794']]]",ㄑㄧㄚˋ ㄏㄠˇ,qià hǎo
7585,恰恰,精熟,第6級,,13,1,"[['恰恰', ['24795']]]",ㄑㄧㄚˋ ㄑㄧㄚˋ,qià qià
7586,恰巧,精熟,第6級,,8,1,"[['恰巧', ['24796']]]",ㄑㄧㄚˋ ㄑㄧㄠˇ,qià qiǎo
7587,洽商,精熟,第6級,,1,1,"[['洽商', ['24790']]]",ㄑㄧㄚˋ ㄕㄤ,qià shāng
7588,洽談,精熟,第6級,,2,1,"[['洽談', ['24787']]]",ㄑㄧㄚˋ ㄊㄢˊ,qià tán
7589,千變萬化,精熟,第6級,,3,2,"[['千變萬化', ['25050']]]",ㄑㄧㄢ ㄅㄧㄢˋ ㄨㄢˋ ㄏㄨㄚˋ,qiān biàn wàn huà
7590,簽訂,精熟,第6級,,12,9,"[['簽訂', ['25126']]]",ㄑㄧㄢ ㄉㄧㄥˋ,qiān dìng
7591,千古,精熟,第6級,,12,3,"[['千古', ['25058']]]",ㄑㄧㄢ ㄍㄨˇ,qiān gǔ
7592,千金,精熟,第6級,,7,3,"[['千金', ['25064']]]",ㄑㄧㄢ ㄐㄧㄣ,qiān jīn
7593,牽連,精熟,第6級,,9,3,"[['牽連', ['25094']]]",ㄑㄧㄢ ㄌㄧㄢˊ,qiān lián
7594,牽涉,精熟,第6級,,7,3,"[['牽涉', ['25103']]]",ㄑㄧㄢ ㄕㄜˋ,qiān shè
7595,簽署,精熟,第6級,,6,16,"[['簽署', ['25131']]]",ㄑㄧㄢ ㄕㄨˋ,qiān shù
7596,千辛萬苦,精熟,第6級,,3,6,"[['千辛萬苦', ['25071']]]",ㄑㄧㄢ ㄒㄧㄣ ㄨㄢˋ ㄎㄨˇ,qiān xīn wàn kǔ
7597,牽制,精熟,第6級,,7,4,"[['牽制', ['25100']]]",ㄑㄧㄢ ㄓˋ,qiān zhì
7598,潛藏,精熟,第6級,,9,4,"[['潛藏', ['25256']]]",ㄑㄧㄢˊ ㄘㄤˊ,qián cáng
7599,前程,精熟,第6級,,10,1,"[['前程', ['25201']]]",ㄑㄧㄢˊ ㄔㄥˊ,qián chéng
7600,虔誠,精熟,第6級,,15,26,"[['虔誠', ['25227']]]",ㄑㄧㄢˊ ㄔㄥˊ,qián chéng
7601,前額,精熟,第6級,,14,2,"[['前額', ['25217']]]",ㄑㄧㄢˊ ㄜˊ,qián é
7602,前景,精熟,第6級,,11,6,"[['前景', ['25185']]]",ㄑㄧㄢˊ ㄐㄧㄥˇ,qián jǐng
7603,前科,精熟,第6級,,2,1,"[['前科', ['25179']]]",ㄑㄧㄢˊ ㄎㄜ,qián kē
7604,潛能,精熟,第6級,,27,10,"[['潛能', ['25244']]]",ㄑㄧㄢˊ ㄋㄥˊ,qián néng
7605,前傾,精熟,第6級,,8,0,[],ㄑㄧㄢˊ ㄑㄧㄥ,qián qīng
7606,前人,精熟,第6級,,8,7,"[['前人', ['25209']]]",ㄑㄧㄢˊ ㄖㄣˊ,qián rén
7607,前身,精熟,第6級,,7,1,"[['前身', ['25205']]]",ㄑㄧㄢˊ ㄕㄣ,qián shēn
7608,前述,精熟,第6級,,15,1,"[['前述', ['25207']]]",ㄑㄧㄢˊ ㄕㄨˋ,qián shù
7609,潛水,精熟,第6級,,6,16,"[['潛水', ['25250']]]",ㄑㄧㄢˊ ㄕㄨㄟˇ,qián shuǐ
7610,前提,精熟,第6級,,23,13,"[['前提', ['25172']]]",ㄑㄧㄢˊ ㄊㄧˊ,qián tí
7611,前夕,精熟,第6級,,11,7,"[['前夕', ['25190']]]",ㄑㄧㄢˊ ㄒㄧˋ,qián xì
7612,前線,精熟,第6級,,16,4,"[['前線', ['25192']]]",ㄑㄧㄢˊ ㄒㄧㄢˋ,qián xiàn
7613,前言,精熟,第6級,,8,1,"[['前言', ['25219']]]",ㄑㄧㄢˊ ㄧㄢˊ,qián yán
7614,潛意識,精熟,第6級,,25,2,"[['潛意識', ['25258']]]",ㄑㄧㄢˊ ㄧˋ ㄕˋ,qián yì shì
7615,潛在,精熟,第6級,,26,10,"[['潛在', ['25254']]]",ㄑㄧㄢˊ ㄗㄞˋ,qián zài
7616,前者,精熟,第6級,,26,1,"[['前者', ['25195']]]",ㄑㄧㄢˊ ㄓㄜˇ,qián zhě
7617,譴責,精熟,第6級,,12,14,"[['譴責', ['25292']]]",ㄑㄧㄢˇ ㄗㄜˊ,qiǎn zé
7618,欠缺,精熟,第6級,,16,8,"[['欠缺', ['25299']]]",ㄑㄧㄢˋ ㄑㄩㄝ,qiàn quē
7619,歉意,精熟,第6級,,7,1,"[['歉意', ['25318']]]",ㄑㄧㄢˋ ㄧˋ,qiàn yì
7620,腔,精熟,第6級,,12,7,"[['腔', ['25432']]]",ㄑㄧㄤ,qiāng
7621,腔調,精熟,第6級,,5,2,"[['腔調', ['25433']]]",ㄑㄧㄤ ㄉㄧㄠˋ,qiāng diào
7622,強悍,精熟,第6級,,7,4,"[['強悍', ['25474']]]",ㄑㄧㄤˊ ㄏㄢˋ,qiáng hàn
7623,強力,精熟,第6級,,12,10,[],ㄑㄧㄤˊ ㄌㄧˋ,qiáng lì
7624,強盛,精熟,第6級,,5,3,"[['強盛', ['25486']]]",ㄑㄧㄤˊ ㄕㄥˋ,qiáng shèng
7625,強勢,精熟,第6級,,11,9,"[['強勢', ['25485']]]",ㄑㄧㄤˊ ㄕˋ,qiáng shì
7626,強硬,精熟,第6級,,8,16,"[['強硬', ['25490']]]",ㄑㄧㄤˊ ㄧㄥˋ,qiáng yìng
7627,搶劫,精熟,第6級,,10,4,"[['搶劫', ['25530']]]",ㄑㄧㄤˇ ㄐㄧㄝˊ,qiǎng jié
7628,搶救,精熟,第6級,,7,33,"[['搶救', ['25531']]]",ㄑㄧㄤˇ ㄐㄧㄡˋ,qiǎng jiù
7629,搶先,精熟,第6級,,8,2,"[['搶先', ['25535']]]",ㄑㄧㄤˇ ㄒㄧㄢ,qiǎng xiān
7630,強行,精熟,第6級,,8,3,"[['強行', ['25509']]]",ㄑㄧㄤˇ ㄒㄧㄥˊ,qiǎng xíng
7631,強制,精熟,第6級,,13,8,"[['強制', ['25510']]]",ㄑㄧㄤˇ ㄓˋ,qiǎng zhì
7632,敲打,精熟,第6級,,8,4,"[['敲打', ['24859']]]",ㄑㄧㄠ ㄉㄚˇ,qiāo dǎ
7633,瞧不起,精熟,第6級,,8,3,"[['瞧不起', ['24902']]]",ㄑㄧㄠˊ ㄅㄨˋ ㄑㄧˇ,qiáo bù qǐ
7634,憔悴,精熟,第6級,,7,2,"[['憔悴', ['24898']]]",ㄑㄧㄠˊ ㄘㄨㄟˋ,qiáo cuì
7635,橋樑/橋梁,精熟,第6級,,11,39,[],ㄑㄧㄠˊ ㄌㄧㄤˊ,qiáo liáng
7636,巧合,精熟,第6級,,16,7,"[['巧合', ['24917']]]",ㄑㄧㄠˇ ㄏㄜˊ,qiǎo hé
7637,翹課,精熟,第6級,,2,4,[],ㄑㄧㄠˋㄎㄜˋ,qiào kè
7638,俏麗,精熟,第6級,,1,1,"[['俏麗', ['24933']]]",ㄑㄧㄠˋ ㄌㄧˋ,qiào lì
7639,切除,精熟,第6級,,8,4,"[['切除', ['24805']]]",ㄑㄧㄝ ㄔㄨˊ,qiē chú
7640,切斷,精熟,第6級,,12,7,"[['切斷', ['24801']]]",ㄑㄧㄝ ㄉㄨㄢˋ,qiē duàn
7641,切片,精熟,第6級,,7,6,[],ㄑㄧㄝ ㄆㄧㄢˋ,qiē piàn
7642,切記,精熟,第6級,,5,2,"[['切記', ['24824']]]",ㄑㄧㄝˋ ㄐㄧˋ,qiè jì
7643,親筆,精熟,第6級,,6,2,"[['親筆', ['25346']]]",ㄑㄧㄣ ㄅㄧˇ,qīn bǐ
7644,侵犯,精熟,第6級,,17,8,"[['侵犯', ['25322']]]",ㄑㄧㄣ ㄈㄢˋ,qīn fàn
7645,侵害,精熟,第6級,,8,4,"[['侵害', ['25326']]]",ㄑㄧㄣ ㄏㄞˋ,qīn hài
7646,侵略,精熟,第6級,,16,9,"[['侵略', ['25325']]]",ㄑㄧㄣ ㄌㄩㄝˋ,qīn lüè
7647,欽佩,精熟,第6級,,8,2,"[['欽佩', ['25336']]]",ㄑㄧㄣ ㄆㄟˋ,qīn pèi
7648,侵入,精熟,第6級,,8,4,"[['侵入', ['25331']]]",ㄑㄧㄣ ㄖㄨˋ,qīn rù
7649,親生,精熟,第6級,,13,5,"[['親生', ['25372']]]",ㄑㄧㄣ ㄕㄥ,qīn shēng
7650,親吻,精熟,第6級,,12,3,"[['親吻', ['25384']]]",ㄑㄧㄣ ㄨㄣˇ,qīn wěn
7651,侵襲,精熟,第6級,,5,39,"[['侵襲', ['25327']]]",ㄑㄧㄣ ㄒㄧˊ,qīn xí
7652,親信,精熟,第6級,,10,2,"[['親信', ['25361']]]",ㄑㄧㄣ ㄒㄧㄣˋ,qīn xìn
7653,勤奮,精熟,第6級,,13,7,"[['勤奮', ['25401']]]",ㄑㄧㄣˊ ㄈㄣˋ,qín fèn
7654,勤快,精熟,第6級,,5,3,"[['勤快', ['25406']]]",ㄑㄧㄣˊ ㄎㄨㄞˋ,qín kuài
7655,勤勞,精熟,第6級,,14,10,"[['勤勞', ['25403']]]",ㄑㄧㄣˊ ㄌㄠˊ,qín láo
7656,青,精熟,第6級,,27,31,"[['青', ['23555', '25546']]]",ㄑㄧㄥ,qīng
7657,清白,精熟,第6級,,8,1,"[['清白', ['25587']]]",ㄑㄧㄥ ㄅㄞˊ,qīng bái
7658,清澈,精熟,第6級,,8,11,"[['清澈', ['25636']]]",ㄑㄧㄥ ㄔㄜˋ,qīng chè
7659,清除,精熟,第6級,,13,16,"[['清除', ['25642']]]",ㄑㄧㄥ ㄔㄨˊ,qīng chú
7660,清脆,精熟,第6級,,6,4,"[['清脆', ['25650']]]",ㄑㄧㄥ ㄘㄨㄟˋ,qīng cuì
7661,清單,精熟,第6級,,15,4,"[['清單', ['25594']]]",ㄑㄧㄥ ㄉㄢ,qīng dān
7662,輕而易舉,精熟,第6級,,6,1,"[['輕而易舉', ['25711']]]",ㄑㄧㄥ ㄦˊ ㄧˋ ㄐㄩˇ,qīng ér yì jǔ
7663,清淨,精熟,第6級,,9,25,"[['清淨', ['25618']]]",ㄑㄧㄥ ㄐㄧㄥˋ,qīng jìng
7664,清靜,精熟,第6級,,5,2,"[['清靜', ['25619']]]",ㄑㄧㄥ ㄐㄧㄥˋ,qīng jìng
7665,輕快,精熟,第6級,,10,2,"[['輕快', ['25685']]]",ㄑㄧㄥ ㄎㄨㄞˋ,qīng kuài
7666,青睞,精熟,第6級,,7,5,"[['青睞', ['25555']]]",ㄑㄧㄥ ㄌㄞˋ,qīng lài
7667,輕柔,精熟,第6級,,9,3,"[['輕柔', ['25707']]]",ㄑㄧㄥ ㄖㄡˊ,qīng róu
7668,青山,精熟,第6級,,8,4,"[['青山', ['25573']]]",ㄑㄧㄥ ㄕㄢ,qīng shān
7669,輕視,精熟,第6級,,10,1,"[['輕視', ['25700']]]",ㄑㄧㄥ ㄕˋ,qīng shì
7670,輕率,精熟,第6級,,5,1,"[['輕率', ['25705']]]",ㄑㄧㄥ ㄕㄨㄞˋ,qīng shuài
7671,清爽,精熟,第6級,,6,7,"[['清爽', ['25646']]]",ㄑㄧㄥ ㄕㄨㄤˇ,qīng shuǎng
7672,傾訴,精熟,第6級,,9,1,"[['傾訴', ['25740']]]",ㄑㄧㄥ ㄙㄨˋ,qīng sù
7673,傾聽,精熟,第6級,,47,11,"[['傾聽', ['25727']]]",ㄑㄧㄥ ㄊㄧㄥ,qīng tīng
7674,清晰,精熟,第6級,,36,7,"[['清晰', ['25623']]]",ㄑㄧㄥ ㄒㄧ,qīng xī
7675,清香,精熟,第6級,,6,8,"[['清香', ['25631']]]",ㄑㄧㄥ ㄒㄧㄤ,qīng xiāng
7676,傾向,精熟,第6級,,48,10,"[['傾向', ['25737']]]",ㄑㄧㄥ ㄒㄧㄤˋ,qīng xiàng
7677,傾斜,精熟,第6級,,9,12,"[['傾斜', ['25732']]]",ㄑㄧㄥ ㄒㄧㄝˊ,qīng xié
